,Date,Open,CPRWidth,Open_Gap,Open_Level,Predicted_Close,Actual_Close,Close_Prediction_Error,Predicted_High,Actual_High,High_ Prediction_Error,Predicted_Low,Actual_Low,Low_Prediction_Error
0,2023-11-17,19674.75,9.3828125,-90.44921875,S1,19721.5293,19731.80078,10.27148438,19747.72266,19806,58.27734375,19643.07422,19667.44922,24.375
